dbo,AccountTransactionGrandFund,BucketFundTypeID,FK_AccountTransactionGrandFund_BucketFundType,dbo,BucketFundType,BucketFundTypeID
dbo,AccountTransactionGrandFund,AccountMasterID,FK_AccountTransactionGrandFund_AccountMaster,dbo,AccountMaster,MasterID
dbo,AccountTransactionGrandFund,AccountMasterGrandID,FK_AccountTransactionGrandFund_AccountMasterGrand,dbo,AccountMasterGrand,AccountMasterGrandID
dbo,AccountTransactionGrandFund,FundSourceTypeID,FK_AccountTransactionGrandFund_FundSourceType,dbo,FundSourceType,FundSourceTypeID
dbo,AccountTransactionGrandFund,TransactionTypeID,FK_AccountTransactionGrandFund_TransactionType,dbo,TransactionType,TransactionTypeID
dbo,AccountTransactionGrandFund,OrganizationID,FK_AccountTransactionGrandFund_Organization,dbo,Organization,EntityID
dbo,AccountTransactionGrandFund,CreatedBy,FK_AccountTransactionGrandFund_CreatedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountTransactionGrandFund,DeletedBy,FK_AccountTransactionGrandFund_DeletedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountTransactionGrandFund,LastModifiedBy,FK_AccountTransactionGrandFund_LastModifiedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountTransactionList,CreatedBy,FK_AccountTransactionList_Users,dbo,Users,EntityID
dbo,AccountTransactionLogicExt,TransactionID,FK_AccountTransactionLogicExt_AccountTransactionLogic,dbo,AccountTransactionLogic,TransactionID
dbo,AccountTransListAccount,AccountTransactionListID,FK_AccountTransListAccount_AccountTransactionList,dbo,AccountTransactionList,AccountTransactionListID
dbo,AccountTransListAccount,AccountID,FK_AccountTransListAccount_Account,dbo,Account,AccountID
dbo,AccountTransListAccount,CreatedBy,FK_AccountTransListAccount_Users,dbo,Users,EntityID
dbo,AccountType,AccountID,FK_Account_AccountType,dbo,Account,AccountID
dbo,AccountWaitList,AccountID,FK_AccountWaitList_Account,dbo,Account,AccountID
dbo,AccountWaitList,ClientID,FK_AccountWaitList_Client,dbo,Client,EntityID
dbo,AccountWaitList,CreatedBy,FK_AccountWaitList_CreatedBy,dbo,Users,EntityID
dbo,AccountWaitList,ServiceTypeID,FK_AccountWaitList_ServiceType,dbo,ServiceType,ServiceTypeID
dbo,AccountWaitList,EligibilityResultsID,FK_AccountWaitList_EligibilityResultsID,dbo,AccountEligibilityResults,EligibilityResultsID
dbo,AccountWaitList,OrganizationID,FK_AccountWaitList_Organization,dbo,Organization,EntityID
dbo,AccountWaitList,EntityID,FK_AccountWaitList_Entity,dbo,Entity,EntityID
dbo,Action,EntityID,FK_Action_Entity,dbo,Entity,EntityID
dbo,Action,CaseNoteID,FK_Action_CaseNoteID,dbo,CaseNotes,CaseNoteID
dbo,Action,OwnedByOrgID,FK_Action_Organization,dbo,Organization,EntityID
dbo,Action,CreatedBy,FK_Action_Users,dbo,Users,EntityID
dbo,ActionResolution,EntityID,FK_ActionResolution_EntityID,dbo,Entity,EntityID
dbo,ActionResolution,CreatedBy,FK_ActionResolution_Users,dbo,Users,EntityID
dbo,ActionResolution,AssignedToID,FK_ActionResolution_AssignedToID,dbo,Users,EntityID
dbo,ActionResolution,TeamID,FK_ActionResolution_TeamID,dbo,ApprovalGroup,ApprovalGroupID
dbo,ActionResolutionOtherInfo,ActionResolutionID,FK_ActionResolutionOtherInfo_ActionResolutionID,dbo,ActionResolution,ActionResolutionID
dbo,ActionResolutionSchool,ActionResolutionID,FK_ActionResolutionSchool_ActionResolutionID,dbo,ActionResolution,ActionResolutionID
dbo,ActionResolutionUsage,ActionResolutionID,FK_ActionResolutionUsage_ActionResolution,dbo,ActionResolution,ActionResolutionID
dbo,ActionTakenSchool,ActionResolutionID,FK_ActionTakenSchool_ActionResolution,dbo,ActionResolution,ActionResolutionID
dbo,Activity,P_ActivityTypeID,FK_Activity_P_ActivityType,dbo,P_ActivityType,P_ActivityTypeID
